id_empleado,edad,genero,departamento,antiguedad_empresa,nivel_educativo,rol_tecnico,sector,frecuencia_uso_ia,usa_chatgpt,usa_gemini,usa_copilot,usa_lms_ia,usa_otra_ia,herramienta_principal,prefiere_humano_vs_ia,nivel_integracion_ia,AT1_rendimiento,AT2_facilita_aprendizaje,AT3_facilidad_uso,AT4_integracion_positiva,AE1_resolver_problemas,AE2_confianza_digital,AE3_uso_eficaz,AE4_seguridad_aplicacion,M1_estimulante,M2_aumenta_interes,M3_aporta_valor,M4_mayor_esfuerzo,E1_adaptacion,E2_feedback_util,E3_aplicable_trabajo,E4_aprendizaje_ritmo,D1_mejora_competencias,D2_preparado_retos,D3_amplia_habilidades,D4_aprendizaje_autonomo,C1_confio_sin_verificar,C2_dificil_sin_ia,C3_pensamiento_critico,C4_reflexiono_calidad,C3_inv,C4_inv,dependency_risk,dependency_level,dependency_risk_high,motivation_score,delta_motivation_score,motivation_improved,self_efficacy_score,dropout_risk,AT_mean,D_mean,E_mean,composite_roi_score,open_experience_ai_learning,open_challenges_ai_usage,open_training_needs
EM2B4BE3,35,Prefiero no decirlo,Finanzas,13,FP Superior,0,Servicios,2,0,1,1,1,0,ChatGPT,5,1,7,7,3,6,6,6,5,1,1,7,7,2,4,2,2,5,6,4,2,5,4,6,2,1,6,7,5.75,high,1,4.25,0.25,1,4.5,1,5.75,4.25,3.25,4.416666666666667,"Experiencia de aprendizaje: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
VUDJ2W4I,52,Hombre,Marketing,1,Doctorado,0,Consultoría,2,1,0,0,1,1,ChatGPT,4,2,3,4,4,7,5,3,1,2,4,7,5,3,7,6,7,7,2,5,6,4,7,3,3,1,5,7,5.5,medium,0,4.75,0.75,1,2.75,1,4.5,4.25,6.75,5.166666666666667,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración."
XBBOBM1B,36,Hombre,RRHH,8,Máster,0,Servicios,3,0,0,0,0,0,Otra,3,4,4,4,1,7,5,2,6,5,2,7,6,1,3,4,6,2,6,6,1,6,7,5,3,4,5,4,5.25,medium,0,4.0,0.0,0,4.5,0,4.0,4.75,3.75,4.166666666666667,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.
LR68JT6U,29,No binario,IT,14,Máster,0,Industria,5,1,0,0,0,1,Copilot,2,4,4,3,3,3,2,6,6,1,7,1,4,1,7,2,7,2,5,4,2,6,6,3,4,2,4,6,4.75,medium,0,3.25,-0.75,0,3.75,1,3.25,4.25,4.5,4.0,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.
19SQKX5N,35,Prefiero no decirlo,Marketing,16,Doctorado,0,Industria,5,1,1,0,0,1,Gemini,7,3,5,4,3,3,3,4,4,7,7,2,5,1,3,4,2,1,7,2,2,6,1,1,2,3,6,5,3.25,low,0,3.75,-0.25,0,4.5,0,3.75,4.25,2.5,3.5,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
278P10CH,44,Hombre,Marketing,14,Máster,0,Tecnología,1,0,1,0,1,1,LMS IA,2,3,2,5,1,2,5,7,5,7,5,5,1,3,5,4,2,4,4,6,2,6,4,3,1,7,7,1,3.75,medium,0,3.5,-0.5,0,6.0,1,2.5,4.5,3.75,3.583333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.
X74JR294,42,No binario,IT,12,FP Superior,1,Servicios,1,1,1,0,1,0,Gemini,3,4,3,7,5,7,1,4,7,7,3,2,4,3,3,2,5,5,3,6,3,3,4,6,1,1,7,7,6.0,high,1,3.0,-1.0,0,4.75,1,5.5,3.75,3.75,4.333333333333333,"Experiencia de aprendizaje: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
VVOOQGPQ,37,Prefiero no decirlo,RRHH,19,Grado,0,Consultoría,2,0,1,1,1,0,Otra,7,3,5,6,3,2,5,5,6,3,4,4,3,4,2,3,4,3,5,4,5,1,1,6,5,7,3,1,2.75,low,0,3.75,-0.25,0,4.75,0,4.0,3.75,3.0,3.583333333333333,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración."
L78CAFV7,39,Mujer,IT,15,FP Superior,0,Industria,1,0,1,0,1,1,ChatGPT,7,1,3,5,5,2,2,1,7,2,5,4,1,6,2,1,4,1,4,7,7,4,7,1,5,2,3,6,4.25,medium,0,4.0,0.0,0,3.0,1,3.75,5.5,2.0,3.75,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
9Q7QOXVK,45,No binario,Marketing,2,Grado,1,Industria,3,0,0,1,1,0,ChatGPT,4,3,2,3,1,6,6,5,1,7,1,4,1,7,1,5,3,4,6,3,6,3,7,4,1,7,7,1,4.75,medium,0,3.25,-0.75,0,4.75,1,3.0,4.5,3.25,3.583333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.
KWA0LO28,47,Hombre,Operaciones,2,Grado,1,Consultoría,5,0,1,1,0,0,LMS IA,4,5,7,5,5,2,2,3,4,4,1,6,3,2,2,4,2,3,7,7,4,6,7,3,3,5,5,3,4.5,medium,0,3.0,-1.0,0,3.25,1,4.75,6.0,2.75,4.5,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción."
9EU1EBBT,46,Mujer,Operaciones,19,FP Superior,1,Consultoría,2,1,1,0,1,0,ChatGPT,5,3,7,6,2,5,6,2,2,6,1,7,6,4,6,5,6,2,1,4,7,7,3,4,6,1,2,7,4.0,medium,0,4.5,0.5,1,4.0,0,5.0,4.75,4.75,4.833333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.
4P5A6WSA,50,Mujer,Finanzas,17,FP Superior,0,Industria,1,1,1,1,0,1,ChatGPT,5,2,4,2,4,4,7,3,7,4,1,6,1,2,3,6,5,2,7,6,6,1,4,4,3,2,5,6,4.75,medium,0,2.5,-1.5,0,5.25,1,3.5,5.0,4.0,4.166666666666667,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción."
7RX39N06,36,Mujer,IT,10,FP Superior,1,Industria,3,1,0,1,0,1,LMS IA,6,1,7,3,7,1,7,7,6,7,3,1,7,7,2,2,5,3,1,2,4,7,2,2,5,2,3,6,3.25,low,0,4.5,0.5,1,6.75,0,4.5,3.5,3.0,3.6666666666666665,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso."
ITKBRRUW,22,No binario,IT,6,FP Superior,0,Consultoría,3,0,1,1,0,0,LMS IA,6,2,7,2,3,3,6,6,1,6,4,4,4,6,5,5,7,1,2,6,3,5,1,1,4,3,4,5,2.75,low,0,4.5,0.5,1,4.75,0,3.75,4.0,4.5,4.083333333333333,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
GFIHG8IV,46,Hombre,Finanzas,15,Doctorado,0,Industria,1,1,1,1,1,1,Otra,1,2,1,1,6,5,3,4,3,5,6,5,5,3,7,2,4,2,7,7,2,7,7,5,1,3,7,5,6.0,high,1,4.75,0.75,1,3.75,1,3.25,5.75,3.75,4.25,"Experiencia de aprendizaje: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Me siento motivado para experimentar y mejorar en cada iteración."
5XB7VFBA,28,Mujer,Finanzas,11,Máster,0,Tecnología,5,0,0,0,1,0,ChatGPT,2,5,4,2,4,1,5,5,1,4,2,2,1,6,7,5,2,5,4,2,3,5,6,6,5,5,3,3,4.5,medium,0,2.75,-1.25,0,3.75,1,2.75,3.5,4.75,3.6666666666666665,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.
OMUG1PZQ,30,Prefiero no decirlo,Finanzas,5,Grado,0,Tecnología,1,1,1,1,1,0,ChatGPT,5,1,5,1,7,7,1,5,1,2,3,7,4,3,1,1,3,6,1,1,3,5,7,6,5,2,3,6,5.5,medium,0,4.25,0.25,1,2.25,1,5.0,2.5,2.75,3.4166666666666665,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
UQKX9AD5,45,Mujer,Marketing,1,FP Superior,1,Consultoría,2,1,0,0,0,0,Otra,4,1,6,1,5,7,1,7,4,2,3,3,2,7,7,1,2,7,3,5,7,6,7,1,6,6,2,2,3.0,low,0,3.75,-0.25,0,3.5,1,4.75,5.25,4.25,4.75,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración."
C6B6UEUO,22,Mujer,IT,8,FP Superior,1,Servicios,1,1,0,1,0,0,Copilot,3,1,1,2,3,7,4,5,2,4,6,5,4,6,3,1,7,3,4,6,1,5,5,7,1,2,7,6,6.25,high,1,5.25,1.25,1,3.75,1,3.25,4.0,3.5,3.583333333333333,"Experiencia de aprendizaje: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso."
RRJSW7HR,29,No binario,Marketing,12,FP Superior,0,Consultoría,3,0,0,1,0,1,Copilot,4,1,5,3,5,5,6,7,3,7,6,7,5,4,1,1,1,3,3,4,7,2,3,7,6,3,2,5,4.25,medium,0,5.5,1.5,1,5.75,0,4.5,4.0,1.5,3.333333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción.
3SF1E10Q,45,No binario,Finanzas,12,Doctorado,0,Consultoría,1,1,0,0,0,1,Copilot,2,1,2,6,2,5,1,3,5,2,2,6,4,5,3,1,2,2,7,1,5,4,1,7,1,6,7,2,4.25,medium,0,4.25,0.25,1,2.75,1,3.75,4.25,2.0,3.333333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso."
OW8T36AU,32,Hombre,IT,5,FP Superior,0,Servicios,5,1,0,1,0,1,Otra,6,5,1,5,1,3,3,4,5,5,2,6,3,4,5,1,7,1,3,5,4,4,5,5,6,1,2,7,4.75,medium,0,3.75,-0.25,0,4.25,0,2.5,4.0,3.5,3.333333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
OEPMB5LI,38,Prefiero no decirlo,Marketing,7,FP Superior,1,Servicios,4,0,1,1,0,0,ChatGPT,4,3,5,5,3,4,6,2,7,1,6,5,5,2,1,2,1,5,1,4,2,6,5,6,3,1,5,7,5.75,high,1,4.5,0.5,1,4.0,1,4.25,3.25,2.25,3.25,"Experiencia de aprendizaje: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Sin apoyo de IA, a veces dudo de mi propio criterio en tareas complejas. Aprender estas herramientas aumentó mi confianza y mi compromiso."
RSGDHC0X,29,No binario,Marketing,4,FP Superior,0,Servicios,1,1,0,1,1,0,Otra,1,2,2,6,7,2,3,6,1,7,1,6,6,4,4,4,1,1,4,3,7,2,6,1,4,7,4,1,3.0,low,0,4.25,0.25,1,4.25,0,4.25,4.0,2.5,3.583333333333333,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
GMIQJ40G,56,Mujer,Finanzas,6,Máster,0,Tecnología,5,0,0,0,1,0,Otra,2,1,4,7,7,7,1,2,4,5,3,4,2,7,6,5,3,4,6,4,4,7,4,6,4,4,4,4,4.5,medium,0,4.0,0.0,0,3.0,1,6.25,5.25,4.5,5.333333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.
0970I8H9,56,Hombre,IT,13,Doctorado,1,Industria,5,1,1,1,1,1,Copilot,6,3,6,7,2,6,1,3,4,6,5,1,3,1,6,1,6,4,5,2,6,3,6,4,1,3,7,5,5.5,medium,0,2.5,-1.5,0,3.5,1,5.25,4.0,4.25,4.5,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
R2GMK38F,54,Mujer,Finanzas,15,FP Superior,1,Tecnología,3,0,0,0,1,0,Gemini,3,3,2,1,2,4,4,6,5,5,2,2,6,2,3,2,4,6,1,2,4,7,4,3,2,4,6,4,4.25,medium,0,3.0,-1.0,0,5.0,1,2.25,3.5,3.75,3.1666666666666665,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.
8INARFO9,26,Mujer,IT,3,Grado,0,Industria,5,0,1,1,0,1,ChatGPT,6,2,7,1,3,6,1,5,7,7,2,1,4,6,7,2,2,2,1,3,6,3,4,3,7,6,1,2,2.5,low,0,3.25,-0.75,0,5.0,1,4.25,3.25,3.25,3.583333333333333,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor."
DA3ZPQQ8,49,No binario,Operaciones,8,Grado,1,Tecnología,5,1,1,0,0,1,Copilot,7,5,3,3,5,3,6,1,7,6,6,7,5,2,4,2,1,2,6,1,7,5,1,6,5,3,3,5,3.75,medium,0,5.0,1.0,1,5.0,0,3.5,4.75,2.25,3.5,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.
