empleado_id,fecha_respuesta,edad,genero,departamento,antiguedad_empresa,nivel_estudios,frecuencia_uso_ia,herramientas_ia_utilizadas,nivel_integracion_ia,tipo_formacion_recibida,indice_motivacion,indice_desarrollo_talento,indice_autoeficacia,indice_experiencia_aprendizaje,indice_aceptacion_ia,p1_utilizo_ia_para_aprendizaje,p2_ia_facilita_mi_aprendizaje,p3_motivado_participar_formacion,p4_interes_desarrollar_competencias,p5_formacion_contribuye_crecimiento,p6_mejoro_habilidades_laborales,p7_confianza_afrontar_retos,p8_preparado_aplicar_conocimientos,p9_confio_uso_ia_aprendizaje,p10_ia_util_desarrollo_profesional,comentarios_experiencia_ia,sugerencias_mejora
EMP_0547,2026-01-26 20:49:23,25,Mujer,Tecnología,Menos de 1 año,Grado/Licenciatura,1,"ChatGPT/Claude, Plataformas LMS con IA",1,"Udemy, Soft skills",2.25,2.73,2.72,2.77,2,2,2,2,2,2,3,3,2,2,2,Prefiero desarrollar mis propias soluciones sin ayuda artificial.,Cursos microlearning que incorporen IA de forma práctica.
EMP_0548,2026-02-01 20:49:23,38,Mujer,Marketing,3-5 años,Máster,1,Ninguna,1,"Udemy, Soft skills",3.2,2.65,2.52,2.7,2.26,2,2,4,3,2,3,3,3,2,2,Me preocupa que usar IA me haga menos competente a largo plazo.,Mayor claridad sobre privacidad y seguridad de datos con IA.
EMP_0549,2026-02-15 20:49:23,32,Hombre,Marketing,1-3 años,Máster,2,ChatGPT/Claude,1,Udemy,3.16,4.15,3.34,3.11,3.44,3,3,3,3,4,4,2,3,4,3,No encuentro valor añadido frente a recursos tradicionales disponibles.,Eventos internos tipo hackathon centrados en IA para formación.
EMP_0550,2026-02-19 20:49:23,40,Mujer,Tecnología,3-5 años,Doctorado,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,Udemy,3.41,2.61,2.92,2.38,2.37,2,2,4,3,3,3,4,3,3,2,Prefiero métodos donde puedo hacer preguntas y recibir contexto completo.,Colaboración con universidades para formación de vanguardia.
EMP_0551,2026-01-31 20:49:23,32,Mujer,Marketing,5-10 años,FP Superior,2,"Plataformas LMS con IA, Asistentes de código, Otras herramientas",2,"Udemy, Soft skills",4.21,3.41,3.56,3.6,3.2,3,3,4,4,3,4,4,3,4,3,"No he usado mucho la IA en mi formación, prefiero otros métodos.",Sistema de recomendación inteligente basado en mi historial.
EMP_0552,2026-01-28 20:49:23,42,Mujer,Tecnología,Menos de 1 año,Grado/Licenciatura,3,"Copilot/GitHub Copilot, Plataformas LMS con IA",3,Formación interna,3.49,4.22,3.92,4.38,4.17,4,4,2,5,5,4,4,3,4,4,Me sirve para obtener una primera aproximación a temas nuevos.,Tutoriales en video sobre funcionalidades avanzadas de IA.
EMP_0553,2026-02-02 20:49:23,35,Mujer,Operaciones,3-5 años,Grado/Licenciatura,5,"ChatGPT/Claude, Otras herramientas",5,Udemy,5.27,5.49,5.25,6.09,6.52,7,7,4,5,6,6,5,5,6,7,Las simulaciones con IA me permiten practicar situaciones reales sin riesgo.,Foros de discusión moderados sobre uso de IA en formación.
EMP_0554,2026-01-21 20:49:23,35,Mujer,Producto,3-5 años,FP Superior,3,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",3,"Formación interna, Soft skills",3.94,3.62,3.76,3.97,4.41,4,4,5,4,3,4,3,4,4,4,Combino lo que aprendo con IA con otras fuentes para visión completa.,Proyectos colaborativos que requieran uso de IA.
EMP_0555,2026-02-17 20:49:23,45,Hombre,Tecnología,Menos de 1 año,Máster,4,"ChatGPT/Claude, Plataformas LMS con IA",3,"Udemy, Formación interna, Soft skills",4.78,4.79,5.19,5.13,5.35,5,6,5,4,5,5,5,5,5,6,He ganado confianza en mis capacidades gracias al apoyo de la IA.,Certificado reconocido de competencia en uso de IA corporativa.
EMP_0556,2026-02-01 20:49:23,30,Hombre,Producto,3-5 años,Máster,4,Copilot/GitHub Copilot,4,"Udemy, Formación interna, Soft skills",4.82,4.62,4.59,5.21,5.34,5,5,4,5,5,5,5,5,6,5,"Me permite aprender haciendo, que es como mejor asimilo información.",App móvil para acceder a formación con IA en cualquier momento.
EMP_0557,2026-02-07 20:49:23,25,Mujer,RRHH,1-3 años,Máster,1,ChatGPT/Claude,1,"Udemy, Formación interna",3.04,2.39,2.44,2.63,2.25,2,2,2,4,3,2,3,2,2,2,Todavía no me siento cómodo usando estas herramientas digitales.,Traducciones y soporte multiidioma en herramientas de IA.
EMP_0558,2026-02-19 20:49:23,22,Hombre,Tecnología,3-5 años,Máster,4,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Udemy, Formación interna, Soft skills",4.16,5.29,5,5.46,5.58,5,5,3,5,6,4,6,5,6,5,La IA identifica mis gaps de conocimiento y me ayuda a cerrarlos.,Acceso offline a contenido generado con IA.
EMP_0559,2026-01-27 20:49:23,40,Mujer,Tecnología,Menos de 1 año,FP Superior,2,Copilot/GitHub Copilot,2,"Udemy, Formación interna",2.68,3.26,3.36,3.44,3.01,3,3,3,3,3,3,3,4,3,3,No veo claro cómo la IA puede ayudarme en mi desarrollo profesional.,Integración con calendarios para recordatorios de formación.
EMP_0560,2026-01-27 20:49:23,35,Mujer,RRHH,3-5 años,Otro,3,"ChatGPT/Claude, Asistentes de código",3,"Udemy, Formación interna",4.77,4.12,3.88,4.4,4.33,4,4,6,5,4,3,4,5,4,5,Es útil pero me preocupa volverme dependiente de ella para aprender.,Comparativa de diferentes herramientas de IA disponibles.
EMP_0561,2026-02-15 20:49:23,38,Hombre,Finanzas,1-3 años,Máster,2,ChatGPT/Claude,1,Udemy,3.56,3.24,3.53,3.43,3.28,3,3,4,4,3,3,3,4,3,4,Prefiero la interacción humana directa en el aprendizaje.,Sesiones de pair learning usando IA como facilitador.
EMP_0562,2026-02-05 20:49:23,28,Hombre,Finanzas,5-10 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",4,Formación interna,5.81,6.03,5.85,6.1,6.5,7,7,7,6,6,6,5,6,6,7,Uso la IA para crear resúmenes personalizados de contenido largo.,Casos de éxito documentados de formación con IA en la empresa.
EMP_0563,2026-01-30 20:49:23,25,Mujer,Tecnología,Menos de 1 año,FP Superior,2,Ninguna,2,"Udemy, Soft skills",3.4,3.35,3.89,2.94,3.25,3,3,4,3,4,4,3,4,3,3,Me falta confianza en la fiabilidad de las respuestas de la IA.,Biblioteca de ejercicios prácticos generados con IA.
EMP_0564,2026-01-30 20:49:23,22,Hombre,Tecnología,1-3 años,Grado/Licenciatura,2,Copilot/GitHub Copilot,1,"Udemy, Formación técnica",3.7,2.91,3.95,3.57,3.06,3,3,4,4,3,3,4,4,3,3,No he encontrado el momento adecuado para empezar a usarla.,Sistema de niveles y progresión en el uso de IA.
EMP_0565,2026-01-26 20:49:23,30,Mujer,Marketing,3-5 años,Grado/Licenciatura,5,"ChatGPT/Claude, Asistentes de código",5,"Udemy, Formación técnica",5.52,4.81,5.42,6.12,6.46,7,7,7,5,6,4,5,6,7,7,Me ha ayudado a desarrollar pensamiento crítico al contrastar perspectivas.,Conexión con expertos internos que usan IA avanzadamente.
EMP_0566,2026-02-08 20:49:23,35,Hombre,Tecnología,5-10 años,FP Superior,1,"Copilot/GitHub Copilot, Plataformas LMS con IA",1,"Udemy, Formación interna",2.37,2.78,2.61,2.42,2.3,2,2,3,2,2,4,2,3,2,3,Me preocupa depender demasiado de la tecnología para aprender.,Módulos de autocorrección usando IA para práctica.
EMP_0567,2026-02-14 20:49:23,30,Mujer,Tecnología,3-5 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Udemy, Formación interna",4.44,5.03,4.74,4.58,5.6,5,6,4,5,5,6,6,4,6,6,La formación con IA es más dinámica y menos monótona que los métodos tradicionales.,Simuladores de entrevistas técnicas potenciados por IA.
EMP_0568,2026-02-12 20:49:23,32,Hombre,Tecnología,3-5 años,Grado/Licenciatura,4,"ChatGPT/Claude, Asistentes de código",4,Udemy,5.1,4.67,5.07,5.51,5.46,6,5,5,4,5,5,6,4,5,6,GitHub Copilot acelera mi aprendizaje de nuevos lenguajes de programación.,Herramientas de síntesis automática de contenido extenso.
EMP_0569,2026-01-30 20:49:23,45,Mujer,Operaciones,5-10 años,Grado/Licenciatura,4,"Copilot/GitHub Copilot, Plataformas LMS con IA",3,Formación interna,4.9,5.36,4.86,4.72,5.4,5,5,6,5,5,6,5,5,6,6,La IA me permite hacer simulaciones de casos que serían costosos en la vida real.,Asistente de escritura para informes y presentaciones.
EMP_0570,2026-01-22 20:49:23,30,Hombre,Producto,5-10 años,FP Superior,5,"ChatGPT/Claude, Asistentes de código",4,"Udemy, Soft skills, Formación técnica",4.85,5.54,5.28,6.04,6.66,7,7,5,5,6,5,5,5,7,7,Aprendo mejor cuando puedo interactuar y la IA hace eso posible a cualquier hora.,Generador de resúmenes ejecutivos con IA.
EMP_0571,2026-02-12 20:49:23,32,Mujer,Marketing,1-3 años,Máster,5,Copilot/GitHub Copilot,5,"Udemy, Formación interna",5.28,5.89,5.89,5.87,6.59,7,7,5,6,6,7,6,5,7,6,Me ayuda a mantener un registro de mi progreso y áreas a mejorar.,Sistema de alertas sobre nuevas funcionalidades de IA relevantes.
EMP_0572,2026-02-10 20:49:23,40,Hombre,Operaciones,3-5 años,Máster,1,Copilot/GitHub Copilot,1,"Udemy, Formación interna, Soft skills, Formación técnica",3.06,1.71,2.63,2.27,2.23,2,2,3,3,2,2,2,3,2,2,Prefiero métodos de aprendizaje más tradicionales y probados.,"Integración con Notion, Obsidian y otras herramientas de notas."
EMP_0573,2026-02-13 20:49:23,30,Mujer,Marketing,5-10 años,Grado/Licenciatura,4,Ninguna,3,"Formación interna, Formación técnica",4.64,4.85,4.12,5.24,5.3,5,6,5,4,6,5,5,3,6,6,La IA hace que el aprendizaje sea más accesible y menos intimidante.,Espacios de coworking virtual con soporte de IA.
EMP_0574,2026-02-02 20:49:23,35,Mujer,RRHH,Más de 10 años,Doctorado,3,Plataformas LMS con IA,3,Formación interna,3.79,3.91,3.67,4.27,4.38,4,4,5,5,5,3,4,4,4,5,La calidad varía mucho según cómo formule la pregunta inicial.,Seguimiento de objetivos de aprendizaje con IA.
EMP_0575,2026-01-24 20:49:23,42,Hombre,Tecnología,5-10 años,Doctorado,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación interna",3.75,4.22,3.84,4.09,4.39,4,4,3,4,5,4,3,4,4,4,Me gustaría más integración con nuestras plataformas internas.,Notificaciones inteligentes de contenido relevante.
EMP_0576,2026-02-12 20:49:23,48,Hombre,Ventas,1-3 años,Grado/Licenciatura,1,"ChatGPT/Claude, Plataformas LMS con IA",1,Udemy,3.7,2.57,2.47,2.48,2.03,2,2,4,3,3,3,3,2,3,2,No me siento técnicamente preparado para usar estas herramientas.,Sistema de buddy virtual usando IA.
EMP_0577,2026-01-27 20:49:23,25,Hombre,Producto,1-3 años,Máster,4,Asistentes de código,3,"Formación interna, Formación técnica",4.31,4.75,5,5.39,5.44,5,6,4,5,5,5,4,6,6,5,Puedo explorar múltiples soluciones a un problema y entender diferentes enfoques.,Análisis de estilo de aprendizaje personalizado con IA.
EMP_0578,2026-01-26 20:49:23,48,Mujer,Ventas,3-5 años,Grado/Licenciatura,5,"Copilot/GitHub Copilot, Otras herramientas",4,Udemy,5.1,5.64,5.51,5.83,6.29,7,7,5,6,6,6,5,4,6,7,Me motiva saber que puedo resolver cualquier duda al instante.,Recomendaciones de networking basadas en IA.
EMP_0579,2026-01-25 20:49:23,32,Mujer,Marketing,5-10 años,Otro,5,ChatGPT/Claude,4,Soft skills,5.01,5.89,5.63,5.98,6.24,7,7,4,5,7,6,5,5,6,6,La IA me ha abierto puertas a temas que antes consideraba demasiado difíciles.,Generador de planes de desarrollo individual con IA.
EMP_0580,2026-01-25 20:49:23,28,Hombre,Ventas,3-5 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA",3,"Udemy, Formación interna",4.82,3.63,4.21,4.26,4.24,4,4,6,5,4,4,4,5,4,4,Uso la IA más para resolver problemas específicos que para aprendizaje general.,Acceso a GPT-4 y modelos avanzados para casos complejos.
EMP_0581,2026-02-07 20:49:23,32,Hombre,Tecnología,3-5 años,FP Superior,1,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",1,Udemy,2.59,2.56,2.59,2.6,2.01,2,2,3,2,3,2,3,3,2,2,Creo que el aprendizaje requiere el toque humano que la IA no da.,Integración con GitHub para programadores.
EMP_0582,2026-01-26 20:49:23,52,Hombre,Operaciones,5-10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",3,"Udemy, Formación técnica",3.53,3.99,3.52,4.21,4.24,4,4,3,4,4,5,4,3,4,4,Me ayuda pero prefiero la estructura y secuencia de un curso formal.,Asistente para preparación de certificaciones profesionales.
EMP_0583,2026-02-11 20:49:23,32,Mujer,RRHH,1-3 años,Doctorado,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Udemy, Formación interna, Soft skills, Formación técnica",4.91,4.67,5,5.3,5.6,5,6,5,5,5,5,5,5,6,6,Combino la IA con cursos tradicionales y obtengo mejores resultados.,Sistema de evaluación continua potenciado por IA.
EMP_0584,2026-01-29 20:49:23,30,Hombre,Marketing,5-10 años,Doctorado,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,"Udemy, Formación interna",5.39,4.59,4.93,5.08,5.35,5,6,5,5,4,5,5,5,5,5,Me ayuda a estructurar mi aprendizaje de forma más organizada y sistemática.,Chatbot interno 24/7 para resolver dudas formativas.
EMP_0585,2026-02-18 20:49:23,35,Prefiero no decir,Ventas,1-3 años,Máster,3,Ninguna,2,Soft skills,4.27,4.54,5.1,4.54,4.43,4,4,4,5,4,5,5,6,4,4,Es conveniente pero extraño el feedback personalizado de un instructor.,Curación automática de contenido externo relevante.
EMP_0586,2026-02-11 20:49:23,28,Hombre,Ventas,1-3 años,Otro,1,"ChatGPT/Claude, Otras herramientas",1,Formación interna,3.11,2.28,2.98,2.65,2.51,2,2,3,2,2,2,3,3,3,3,Me genera desconfianza no saber de dónde viene la información.,Análisis predictivo de necesidades de formación futuras.
EMP_0587,2026-02-17 20:49:23,25,Mujer,Tecnología,3-5 años,Grado/Licenciatura,3,"ChatGPT/Claude, Otras herramientas",2,"Udemy, Soft skills",4.11,4.27,4.38,4.15,4.29,4,4,3,5,4,5,4,4,4,4,Podría usarla más si tuviera ejemplos específicos de mi sector.,Módulos de soft skills con práctica de IA.
EMP_0588,2026-01-21 20:49:23,25,Hombre,Ventas,5-10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",3,Formación técnica,3.51,4.19,4.13,4.18,4.41,4,4,4,4,4,5,5,3,4,5,Me sirve para aclarar dudas después de sesiones de formación presencial.,Generador de escenarios para toma de decisiones.
EMP_0589,2026-02-15 20:49:23,25,Hombre,Tecnología,Menos de 1 año,Máster,5,ChatGPT/Claude,5,"Formación interna, Soft skills",5.24,5.65,5.16,6.24,6.37,7,7,4,6,6,6,5,5,7,6,La IA funciona como un sparring partner para practicar conceptos nuevos.,Sistema de aprendizaje adaptativo basado en rendimiento.
EMP_0590,2026-01-30 20:49:23,28,Mujer,Finanzas,1-3 años,Máster,3,"Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",2,"Udemy, Formación interna, Soft skills",3.68,4.34,3.94,4.37,4.49,4,4,3,4,4,5,4,3,4,5,"Es una herramienta más en mi kit, no la única que utilizo.",Transcripción y resumen automático de sesiones formativas.
EMP_0591,2026-02-19 20:49:23,25,Mujer,Operaciones,Más de 10 años,Máster,2,"Copilot/GitHub Copilot, Asistentes de código",2,"Udemy, Formación interna, Soft skills",3.68,3.66,3.68,3.65,3.34,3,3,5,3,3,4,5,4,4,3,Prefiero aprender de personas con experiencia real en el campo.,Traducción simultánea en formaciones multiidioma.
EMP_0592,2026-01-30 20:49:23,38,Prefiero no decir,Operaciones,1-3 años,Grado/Licenciatura,3,Ninguna,3,Udemy,4.79,4.17,3.93,4.43,4.37,4,4,5,5,3,4,4,4,4,4,A veces me distraigo explorando tangentes en lugar de enfocarme.,Asistente para gestión del tiempo de aprendizaje.
EMP_0593,2026-02-01 20:49:23,28,Hombre,Ventas,3-5 años,Máster,1,"Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",1,Formación interna,2.75,2.59,2.41,2.54,2.32,2,2,3,2,2,3,1,3,3,2,No tengo claro si la información que da es precisa o actualizada.,Comparativas salariales y de skills usando IA.
EMP_0594,2026-01-23 20:49:23,30,Hombre,RRHH,3-5 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot, Otras herramientas",4,"Udemy, Formación técnica",5.67,5.59,5.78,6.13,6.54,7,7,6,5,6,5,5,6,6,7,Me permite validar mis ideas antes de presentarlas en reuniones.,Planificador de carrera profesional con IA.
EMP_0595,2026-02-16 20:49:23,45,Mujer,Tecnología,3-5 años,Máster,3,"ChatGPT/Claude, Asistentes de código",2,"Udemy, Soft skills",4.16,4.06,3.35,4.26,4.4,4,4,4,4,4,4,4,2,4,4,Necesito disciplina para no depender exclusivamente de ella.,Sistema de mentoría virtual con IA.
EMP_0596,2026-02-16 20:49:23,32,Mujer,Finanzas,3-5 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA",3,"Udemy, Soft skills, Formación técnica",4.2,4.56,3.31,4.1,4.18,4,4,4,4,5,4,2,5,4,5,Me gustaría saber cuándo es apropiado usar IA versus preguntar a colegas.,Generador de portfolios de proyectos automatizado.
EMP_0597,2026-02-05 20:49:23,38,Hombre,Tecnología,1-3 años,Máster,3,"Copilot/GitHub Copilot, Asistentes de código",3,"Udemy, Formación interna, Soft skills",4.05,4.09,4.3,4.61,4.29,4,4,4,5,4,4,5,4,5,5,La uso como diccionario técnico avanzado más que como tutor.,Análisis de gaps de competencias con recomendaciones.
EMP_0598,2026-01-21 20:49:23,28,Hombre,RRHH,3-5 años,Grado/Licenciatura,4,Ninguna,3,Udemy,4.6,5.07,4.68,5.66,5.22,5,6,4,5,5,6,4,5,5,5,Uso la IA para generar ejercicios prácticos adaptados a mi nivel.,Integración con sistemas de evaluación de desempeño.
EMP_0599,2026-01-31 20:49:23,28,Hombre,Tecnología,1-3 años,Máster,4,"Plataformas LMS con IA, Asistentes de código",3,"Udemy, Formación interna",5.56,5.02,4.48,5.23,5.43,6,6,4,6,6,4,5,4,5,5,Me ha ayudado a superar el síndrome del impostor al validar mis conocimientos.,
EMP_0600,2026-02-16 20:49:23,22,Mujer,Tecnología,3-5 años,Grado/Licenciatura,4,ChatGPT/Claude,3,"Udemy, Formación interna",4.89,4.78,4.57,5.09,5.23,5,6,5,4,5,5,5,4,5,5,La IA traduce jerga técnica a lenguaje que puedo entender fácilmente.,
EMP_0601,2026-02-16 20:49:23,28,Hombre,Ventas,Menos de 1 año,Grado/Licenciatura,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,"Formación interna, Soft skills",3.85,3.81,3.3,3.3,3.28,3,3,3,3,3,5,3,4,4,3,Me siento más cómodo con formación presencial o webinars en vivo.,Más formación específica sobre herramientas de IA aplicadas a mi rol.
EMP_0602,2026-02-15 20:49:23,30,Hombre,Tecnología,3-5 años,Doctorado,2,"ChatGPT/Claude, Asistentes de código",2,"Udemy, Formación interna, Soft skills",3.82,3.77,3.79,3.22,3.16,3,3,4,3,4,3,3,5,3,4,No veo que mi departamento necesite realmente el uso de IA.,Integrar la IA de forma más natural en las plataformas de formación existentes.
EMP_0603,2026-02-10 20:49:23,28,Hombre,Finanzas,1-3 años,FP Superior,1,Plataformas LMS con IA,1,"Udemy, Formación interna, Soft skills",3.02,2.49,2.25,2.21,2.34,2,2,4,3,3,3,2,3,3,2,Prefiero invertir mi tiempo en cursos certificados y reconocidos.,Tutoriales sobre cómo usar IA para aprendizaje efectivo.
EMP_0604,2026-02-11 20:49:23,25,Hombre,Marketing,1-3 años,Grado/Licenciatura,4,Ninguna,3,"Udemy, Formación técnica",4.9,4.59,5.01,4.65,5.13,5,6,5,5,5,5,5,6,5,5,Me permite experimentar con nuevas tecnologías sin temor al fracaso.,Mayor personalización en las recomendaciones de formación.
EMP_0605,2026-01-22 20:49:23,25,Hombre,Tecnología,1-3 años,Doctorado,1,"ChatGPT/Claude, Plataformas LMS con IA",1,Ninguna reciente,2.61,2.8,2.56,2.43,2.27,2,2,2,3,3,2,3,3,2,2,Me parece que la IA puede dar respuestas incorrectas sin advertirlo.,Casos de uso específicos de IA en nuestro sector.
EMP_0606,2026-02-14 20:49:23,32,Hombre,RRHH,1-3 años,FP Superior,3,Ninguna,2,"Formación interna, Formación técnica",3.24,4.26,3.93,4.24,4.69,4,4,3,4,4,5,4,4,5,5,"Funciona bien para conceptos objetivos, menos para habilidades blandas.",Espacios para compartir mejores prácticas de uso de IA.
EMP_0607,2026-02-17 20:49:23,28,Hombre,Tecnología,5-10 años,FP Superior,4,Ninguna,3,"Udemy, Soft skills",4.78,5.52,4.48,5.35,5.46,5,5,5,5,5,5,4,4,5,6,La retroalimentación instantánea acelera significativamente mi curva de aprendizaje.,Crear una biblioteca de prompts útiles para diferentes situaciones.
EMP_0608,2026-02-17 20:49:23,30,Mujer,Tecnología,1-3 años,Grado/Licenciatura,4,ChatGPT/Claude,4,Formación interna,4.92,4.75,5,5.14,5.44,5,5,4,5,5,4,6,4,5,6,Puedo revisar y reforzar conceptos cuantas veces necesite sin presión.,Sesiones de Q&A sobre herramientas de IA disponibles.
EMP_0609,2026-02-04 20:49:23,32,Hombre,Finanzas,Más de 10 años,Otro,3,"ChatGPT/Claude, Copilot/GitHub Copilot",2,Ninguna reciente,3.76,3.87,3.86,4.35,4.16,4,4,4,4,4,4,5,3,4,4,Me ayuda a preparar preguntas más inteligentes para mis formadores.,Guías de ética y uso responsable de IA en formación.
EMP_0610,2026-01-23 20:49:23,38,Hombre,Tecnología,Más de 10 años,Grado/Licenciatura,3,Plataformas LMS con IA,3,"Udemy, Formación interna",4.11,3.63,4.1,4.54,4.37,4,4,4,4,4,3,5,4,4,5,Encuentro útiles las explicaciones paso a paso que proporciona.,Integración con sistemas de gestión del aprendizaje actuales.
EMP_0611,2026-02-08 20:49:23,22,Mujer,Operaciones,3-5 años,Grado/Licenciatura,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Soft skills, Formación técnica",3.55,2.68,2.53,2.56,2.51,2,2,5,3,3,2,3,2,2,2,No quiero que la IA reemplace el contacto con mis compañeros.,Certificaciones o badges por completar formación con IA.
EMP_0612,2026-01-21 20:49:23,40,Mujer,Tecnología,Menos de 1 año,Grado/Licenciatura,4,ChatGPT/Claude,3,"Udemy, Formación interna",4.14,4.75,4.93,5.62,5.48,5,6,4,5,5,4,5,5,6,6,La IA me ayuda a conectar teoría con aplicaciones prácticas del mundo real.,Mentores que puedan guiar en el uso efectivo de estas herramientas.
EMP_0613,2026-01-24 20:49:23,35,Hombre,Tecnología,1-3 años,Máster,4,Ninguna,3,"Udemy, Formación interna",4.11,5.01,4.34,4.84,5.39,5,6,3,5,5,5,4,5,6,6,He desarrollado autonomía en mi aprendizaje gracias a estas herramientas.,Workshops prácticos de casos reales usando IA.
EMP_0614,2026-02-13 20:49:23,25,Hombre,Finanzas,5-10 años,Grado/Licenciatura,2,Asistentes de código,2,"Udemy, Formación interna, Formación técnica",3.27,3.15,3.57,3.59,3.35,3,3,4,3,3,3,3,4,3,3,Creo importante mantener las habilidades de investigación tradicionales.,Canal de Slack/Teams dedicado a compartir tips de IA.
EMP_0615,2026-02-07 20:49:23,45,Hombre,Marketing,1-3 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Soft skills",3.69,4.3,3.95,4.09,4.36,4,4,4,4,4,5,4,4,5,4,A veces me cuesta distinguir entre respuestas correctas y plausibles.,Gamificación del aprendizaje combinado con IA.
EMP_0616,2026-02-16 20:49:23,48,Mujer,Tecnología,Menos de 1 año,Grado/Licenciatura,4,"ChatGPT/Claude, Plataformas LMS con IA",2,"Udemy, Formación interna, Soft skills, Formación técnica",4.77,5.56,4.22,5.53,5.27,5,6,5,6,5,6,4,4,5,5,La IA me ha ayudado mucho a personalizar mi aprendizaje y encontrar recursos relevantes.,"Evaluaciones que midan el progreso real, no solo el uso de IA."
EMP_0617,2026-02-04 20:49:23,25,Prefiero no decir,Marketing,3-5 años,FP Superior,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",3,"Udemy, Formación técnica",4.43,5.43,4.43,5.11,5.53,5,5,5,4,5,5,5,3,5,6,ChatGPT es excelente para resolver dudas rápidas durante la formación.,Acceso a herramientas de IA premium pagadas por la empresa.
EMP_0618,2026-01-25 20:49:23,30,Mujer,Tecnología,5-10 años,FP Superior,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,Udemy,3.88,3.37,2.84,3.22,3.32,3,3,4,3,3,3,3,3,3,4,Me preocupa la privacidad al compartir información con estas herramientas.,Formación en prompt engineering para sacar más partido a la IA.
EMP_0619,2026-02-19 20:49:23,42,Mujer,Operaciones,5-10 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",3,"Udemy, Formación interna",4.02,3.91,3.99,3.75,4.21,4,4,3,6,4,4,5,3,4,4,Me gustaría un sistema que trackee mi progreso al usar IA.,Comunidad interna para resolver dudas sobre IA en formación.
EMP_0620,2026-02-06 20:49:23,40,Mujer,Marketing,1-3 años,FP Superior,2,"ChatGPT/Claude, Plataformas LMS con IA",2,"Udemy, Formación técnica",3.07,3.3,3.61,3.13,3.18,3,3,3,3,4,3,4,4,3,3,Prefiero leer libros y documentación oficial de fuentes establecidas.,Indicadores claros de cuándo usar IA vs otros métodos.
EMP_0621,2026-02-17 20:49:23,28,Hombre,Finanzas,3-5 años,FP Superior,1,"Copilot/GitHub Copilot, Plataformas LMS con IA",1,"Udemy, Soft skills, Formación técnica",2.46,2.84,2.55,2.59,2.12,2,2,3,2,2,3,3,3,2,2,No me gusta la idea de que una máquina dirija mi aprendizaje.,Plantillas y frameworks para diferentes tipos de aprendizaje con IA.
EMP_0622,2026-02-04 20:49:23,28,Hombre,Operaciones,1-3 años,Doctorado,5,ChatGPT/Claude,5,"Udemy, Formación interna, Soft skills",5.98,5.75,5.74,5.83,6.44,7,7,6,6,6,5,6,6,6,7,Me permite aprender a mi ritmo y profundizar en los temas que más me interesan.,Sesiones de onboarding específicas para nuevas herramientas de IA.
EMP_0623,2026-01-20 20:49:23,30,Mujer,Marketing,1-3 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",3,Soft skills,5.14,4.81,4.96,5.28,5.44,6,6,6,4,4,5,4,5,6,6,Las recomendaciones personalizadas de la IA mejoran mi experiencia formativa.,Feedback personalizado sobre cómo estoy usando la IA.
EMP_0624,2026-01-30 20:49:23,32,Mujer,Operaciones,5-10 años,Máster,4,"Plataformas LMS con IA, Asistentes de código, Otras herramientas",4,"Udemy, Formación interna, Soft skills",5.1,5.77,5.24,5.11,5.32,6,6,5,5,5,6,6,5,5,5,Muy útil para practicar y obtener feedback inmediato sobre ejercicios.,Integración con LinkedIn Learning y otras plataformas externas.
EMP_0625,2026-02-17 20:49:23,35,Hombre,Marketing,1-3 años,FP Superior,1,ChatGPT/Claude,1,Udemy,3.21,2.91,2.49,2.21,2.49,2,2,3,4,3,3,3,2,2,2,Aún no he visto casos de uso claros en mi área específica.,Rutas de aprendizaje predefinidas que incluyan IA como apoyo.
